id,listing_id,check_in_date,check_out_date
d170070c-9f0e-4cd7-be45-2816a291d655,101a8daf-2676-4cf5-9700-f63efc8cf5cd,2019-07-29,2019-08-01
33351287-e495-4284-a9f7-6bcb222b719d,1ff40b64-0825-45e7-aa46-ddb61cb91af7,2020-02-23,2020-02-25
ff3d93a7-778b-4f33-88e4-febbd20e85f8,9be08671-e394-43aa-872b-84966f326f7b,2020-05-14,2020-05-19
d008875b-b16e-43ca-bd4d-9e44c94e0ab3,63cd030b-e2c3-417c-8e59-7d11caad06e5,2020-07-09,2020-07-14
13dd7df4-deb0-4d7d-a70c-76bd6765f403,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2019-07-20,2019-07-22
0f053bc7-8faa-48a4-9b5f-18a48359b08b,646ecd6e-d943-4648-8576-ca460231aced,2019-07-17,2019-07-21
6f9c1bcb-ead6-4179-9216-939ff0f14033,53b622f6-7746-4818-bbcd-691481fa88bd,2020-03-14,2020-03-15
b102ba72-3da5-49b7-92e6-bae4047373a7,869acbf8-a80d-47f9-96b3-3927882ae158,2020-04-02,2020-04-03
b92e68e7-7418-4ea8-9587-d05365a5ac0a,321bcdbf-3711-424f-9696-a4eaaf5529fb,2020-06-19,2020-06-20
45419af5-46cd-4870-aaff-6a4a7cc27e73,4e93cbe5-3f91-4f52-8d22-533f2798efc8,2020-02-07,2020-02-10
5c079689-cbb4-4d3d-aba3-13b64fddfb41,d0ffd9fe-ec60-40dc-af9e-4bfe96c6e40d,2020-06-26,2020-06-30
68a20fce-9efd-4acd-a959-a309369611fe,9be08671-e394-43aa-872b-84966f326f7b,2020-04-23,2020-04-26
32c637a2-d63a-4e38-b2e9-83ddffbc3738,6ad13409-8761-4e04-928a-68514bff71e0,2020-09-04,2020-09-08
ad7749ac-7e4b-4fcb-9148-f0add5e21702,407aca13-5b59-46b6-b05c-28e15f70323d,2020-04-22,2020-04-25
106ac416-1497-4c1f-a160-17128664957b,ceda5fa5-182c-4cf5-8020-443fa742064c,2019-12-15,2019-12-17
e49426f5-914b-438a-a2e0-1ef1e7381ee0,869acbf8-a80d-47f9-96b3-3927882ae158,2020-04-29,2020-04-30
853c56e9-5dd0-483c-8a17-3a13241270f7,6ad13409-8761-4e04-928a-68514bff71e0,2020-06-19,2020-06-22
46543b6b-de38-4610-89f7-9e0a956d4827,de74abb8-73be-4f6d-abf5-0b491fc36b90,2019-08-07,2019-08-11
db9b05d6-71e1-4c75-a7fe-0c6a1938bffe,03d4a967-62af-4f28-8e01-254a873ed2bf,2019-11-19,2019-11-20
32dda657-2022-4766-93b9-75f6bcd01fd3,641014c7-ec4a-44ef-ba0a-b42967b81c7e,2020-05-16,2020-06-15
be2dd2c1-ce6d-4708-876e-0eab0478514e,1ff40b64-0825-45e7-aa46-ddb61cb91af7,2019-08-03,2019-08-07
54025e00-e469-48d4-a9fd-e4b5256a9175,5e38487b-10d9-490b-abd4-cc9cd6b24aba,2020-02-24,2020-02-26
8bd4fd88-bfa7-417f-914c-6b7eb3f946dd,e6ab89ea-b74a-424b-8930-4a15a2f5d1c3,2020-01-06,2020-01-09
20183b99-9585-426e-9775-0b3116ec1b6d,a6e96002-64d4-4040-aaff-b5e493e3b851,2020-02-28,2020-03-01
a2c64d4e-dbba-4e40-99ca-a548d8fd6ca6,d2df415a-0798-4bd3-a336-03d0b29b6e41,2020-03-15,2020-03-16
edac7d29-9a5e-4d6f-b676-dd894c5e9b30,fc9204e6-f325-4e07-a7d6-ca9aa10726d8,2020-05-29,2020-06-03
57ff60f0-d494-40c5-b421-e9c163202978,7bb11f5b-fd3e-427f-96ec-7040fa3ad09f,2020-05-26,2020-06-03
949e2974-9e6b-470e-949c-6ff9b1e3d323,87fbb2c7-01b9-4f8d-96e2-f994892c59ec,2020-05-21,2020-05-25
28042036-a167-4182-ab08-e3e432fe2594,6e7c0f60-c197-47c5-acaf-4d71d3e4b3f4,2020-05-24,2020-06-30
09550017-1d1a-4301-abd2-962a912e3ea3,9663b37d-f7d6-4bac-b60b-fdfbe8249dc3,2020-05-23,2020-05-25
9bf97eb3-1dd1-41e6-a297-65486342c4d8,1449497c-faec-4000-956d-92e84f9fe78f,2019-08-01,2019-08-05
a784d1cd-c06f-4eaf-88d9-a26bc4f417ca,7e20bfd0-d17e-4763-b8ae-122ed1a94ef8,2020-05-20,2020-05-31
c05359d7-cf2e-458e-9141-06111972f168,25eb44b1-6714-41ba-aca9-d126edce66d2,2020-03-15,2020-03-21
3d75acac-8c2c-4fd6-a351-a0bb02e0cf73,a6e96002-64d4-4040-aaff-b5e493e3b851,2020-02-07,2020-02-09
6418428e-cddf-467c-a021-fc335d399774,646ecd6e-d943-4648-8576-ca460231aced,2019-08-01,2019-08-04
62f5a619-b743-4e60-9a32-2161a3ad92f7,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2019-07-27,2019-07-30
ea6494f3-776b-4d4d-8210-f8bbc93d89da,289567a0-6af9-4e7f-b72d-8cf4887036f3,2020-09-01,2020-11-30
a2efe196-3ba1-4b7e-a0f6-50f6080937bc,ceda5fa5-182c-4cf5-8020-443fa742064c,2020-07-03,2020-07-06
b5cae811-2b54-4564-bcd5-cb05c6106abc,7e20bfd0-d17e-4763-b8ae-122ed1a94ef8,2020-03-21,2020-03-24
3de2d438-b360-4cfe-971f-c027034aa51b,1ff40b64-0825-45e7-aa46-ddb61cb91af7,2020-02-07,2020-02-09
613e728d-dc84-4671-b598-c7990e3cf0f7,995101bc-7527-401d-b198-c620013728ac,2020-03-15,2020-03-19
ce80389e-f3a3-4bcb-a1dc-234266af21b6,de74abb8-73be-4f6d-abf5-0b491fc36b90,2020-03-15,2020-03-16
389ce3f0-5010-41ce-9ebf-163cfdc1bd04,71cce7f2-68a6-4abf-b8ab-e25c58fd9c31,2020-04-22,2020-04-25
8e9ac7e0-1755-423f-a221-103b6cbbc300,d0ffd9fe-ec60-40dc-af9e-4bfe96c6e40d,2020-03-20,2020-03-21
d01d1b14-ff98-4447-bd69-9f45c1b57976,fc9204e6-f325-4e07-a7d6-ca9aa10726d8,2020-06-12,2020-06-18
577f09a2-96a1-4c0b-a88c-57bf5b54f548,6ad13409-8761-4e04-928a-68514bff71e0,2020-04-10,2020-04-11
5c36ef60-0b33-425f-89a5-337ed0d8a348,6ad13409-8761-4e04-928a-68514bff71e0,2020-04-10,2020-04-11
4b4cf18b-9491-49c8-ae9b-7337ed3c04b4,63cd030b-e2c3-417c-8e59-7d11caad06e5,2020-06-18,2020-06-22
a512930e-eb55-42ba-8f3a-11f5e52c8678,646ecd6e-d943-4648-8576-ca460231aced,2019-08-30,2019-09-01
b31f1413-ddd0-4f58-835d-76a00112734b,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2019-08-14,2019-08-16
33ed71ea-185d-46e1-afdf-b28223730e21,8f54832d-3443-4fa6-ad19-e267d7ef10b1,2020-02-13,2020-02-15
e6bfe12b-e1e1-482b-b4f2-cda2499483fd,2b461a8f-6a52-4250-843d-4d9c50231ea9,2020-02-24,2020-02-25
f4dc1920-56a9-47d2-8cde-3fe15efac9ec,adaf19eb-e2c1-4bee-9d9d-bcf7051b04ab,2020-06-27,2020-07-01
52fb5268-5369-4939-8399-6eeba65dc8e5,1449497c-faec-4000-956d-92e84f9fe78f,2020-05-22,2020-05-25
e0102734-b4bc-4eaf-a429-8df058570401,2b461a8f-6a52-4250-843d-4d9c50231ea9,2020-06-05,2020-06-12
ec7ea7ee-ded7-4815-b935-b744cb9aebd3,321bcdbf-3711-424f-9696-a4eaaf5529fb,2020-07-10,2020-07-13
0074170d-6092-4d9b-8017-525a14c52547,c7d90ce7-100f-42d4-a0e8-bd55beb6505a,2020-04-21,2020-04-23
60aa39ca-4004-4ed0-8594-fd5d4ca60f77,560fa9f0-6a65-41f7-8188-d9e4bc93111d,2020-02-14,2020-02-16
4321d27d-7100-4137-9806-c1656b66dff4,2ac81c6f-70e3-4ad5-bac5-292afd2f94c6,2020-01-31,2020-02-03
d23e628e-cfd2-4fe7-a595-545ad23c3e68,982438fa-1dba-47f9-9c63-6e265d8a48c0,2020-06-27,2020-06-30
35056538-7d1f-45ef-a2a2-98f8b591a6d7,646ecd6e-d943-4648-8576-ca460231aced,2020-03-31,2020-04-15
4f2ef65f-b6af-4605-828d-686e9dcc5933,03d4a967-62af-4f28-8e01-254a873ed2bf,2020-05-18,2020-05-22
d18bc9ff-1c15-4443-ba1a-fd475e1d1670,1449497c-faec-4000-956d-92e84f9fe78f,2019-07-26,2019-07-27
f76f00a7-e534-4d8c-9abe-f9c9850c2609,4e93cbe5-3f91-4f52-8d22-533f2798efc8,2020-05-26,2020-05-27
bce4cd0a-f38c-4b32-ae84-7b3ce088767d,06cffbbb-4f28-4512-84e0-8cc33c5bd652,2019-08-05,2019-08-09
3146d9cf-eb68-48ae-8d9e-0e6935ce2884,1ff40b64-0825-45e7-aa46-ddb61cb91af7,2020-02-14,2020-02-15
5de6edfb-5197-4072-a2e2-dd5cf6e9342c,6c2056f1-68fe-448b-a21e-eadec61957fc,2019-08-23,2019-08-25
10f86f8a-c1ec-4dc9-8e29-7a0718dfe74d,fa378f2b-79ac-4273-b479-235609ad8a4c,2020-03-22,2020-03-25
30e46867-5d0d-4bbb-ad70-6740ed7d6a62,a6e96002-64d4-4040-aaff-b5e493e3b851,2020-07-16,2020-07-25
ca5dd57e-f56e-4276-8b29-46e3a510c119,3814e70d-185d-4325-834d-126331ef0d70,2020-05-11,2020-05-16
6f93faf6-1c5f-4b31-ae6e-5d76e35ef2a3,1449497c-faec-4000-956d-92e84f9fe78f,2020-06-22,2020-06-23
bbd62b1d-b104-4b7d-a599-b06ec3316e9a,63cd030b-e2c3-417c-8e59-7d11caad06e5,2020-01-21,2020-01-24
3c9a41b4-7558-43f1-b50e-d8d843d1d6a9,6e7c0f60-c197-47c5-acaf-4d71d3e4b3f4,2020-05-09,2020-05-16
20e40b56-2530-4fa3-ae6a-557c27412919,03d4a967-62af-4f28-8e01-254a873ed2bf,2020-07-04,2020-07-09
14a5ea14-f6db-438a-8411-1c71f1df3ed5,7980e476-46fa-447b-8152-e77bd852df5f,2020-05-27,2020-06-05
2f2ea5a5-227a-4bdb-b607-aae73e020da5,a6e96002-64d4-4040-aaff-b5e493e3b851,2020-04-07,2020-04-09
e9644491-5c26-4860-9c2a-f9cb3e0617be,e23bad2c-34cf-4f08-80c4-35f8aea0d237,2020-02-21,2020-02-23
59ebac5b-9e31-49ce-9187-2051c9e8be5f,289567a0-6af9-4e7f-b72d-8cf4887036f3,2020-04-21,2020-04-22
a2628b71-6cf7-40e7-8c42-516acf052cc7,e6ab89ea-b74a-424b-8930-4a15a2f5d1c3,2020-02-27,2020-03-03
5462f553-0085-4d73-9264-59a6937848a3,1c71a18b-9fb8-4b91-ac06-f798aebbea5f,2019-08-17,2019-08-20
920685de-4905-4bd4-b80a-79770908763e,46626886-74a1-473a-bd2a-8cae28b69f83,2019-08-22,2019-08-26
87cb5d7e-1e77-40df-8903-ae18e681ed89,e94dcebd-3b13-4a9d-8b9f-301a7c1531d9,2019-08-16,2019-08-19
6992ee94-014a-4069-8538-c11f8f25d7f5,03d4a967-62af-4f28-8e01-254a873ed2bf,2019-08-08,2019-08-10
bfd48870-2a57-4d76-bbf0-28e766fcdaef,2b461a8f-6a52-4250-843d-4d9c50231ea9,2019-08-20,2019-08-24
0d333d1a-d5cd-4bd9-b14b-0a479a3ed4eb,407aca13-5b59-46b6-b05c-28e15f70323d,2019-08-07,2019-08-08
d4d0bcfa-701d-4d8a-b190-b14d5a64da6c,06cffbbb-4f28-4512-84e0-8cc33c5bd652,2020-05-19,2020-05-21
64b28965-a85b-4775-ad60-83e545401b85,641014c7-ec4a-44ef-ba0a-b42967b81c7e,2020-06-01,2020-06-04
78214835-c5d5-42a8-9a31-6a5010b50300,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2019-08-07,2019-08-08
96ea6425-3d96-49d0-bbc8-4e3faaa97bb0,6e1c17b3-57d0-4837-903b-ed63fb65b302,2020-05-11,2020-05-16
f1619c7f-1e3d-4fe7-9f1a-016c8b8ddc3e,62133bba-3143-4cf1-84dd-b4f899203d6a,2020-02-20,2020-02-22
3cfd0630-5cdb-4511-9627-10d1c71eaeff,869acbf8-a80d-47f9-96b3-3927882ae158,2020-05-23,2020-05-25
1c0db0df-c084-4b87-b70f-3c0217854a1c,101a8daf-2676-4cf5-9700-f63efc8cf5cd,2020-06-12,2020-06-17
b83cd897-fa2a-4f53-8076-3ae8a7637169,6e1c17b3-57d0-4837-903b-ed63fb65b302,2020-05-11,2020-06-08
ee27f028-5455-4219-912f-48980765a872,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2019-08-11,2019-08-14
3422470a-608b-40c8-b8f3-2b08f31fb47e,e6ab89ea-b74a-424b-8930-4a15a2f5d1c3,2020-04-24,2020-05-02
702663c6-7df6-4c91-9ff7-d964a9b3e044,d2df415a-0798-4bd3-a336-03d0b29b6e41,2020-02-11,2020-02-15
9a6c48ad-0df6-4270-bc3e-a2e96df4d2b8,7e20bfd0-d17e-4763-b8ae-122ed1a94ef8,2020-02-07,2020-02-10
eb59c2f9-4c2d-4f48-aca5-adf39e5e1df4,869acbf8-a80d-47f9-96b3-3927882ae158,2020-04-19,2020-04-21
ee5b531a-cece-490c-ae5b-49137bc046ed,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2019-08-17,2019-08-20
9d1f817a-74c5-402f-82cf-167707a86895,adaf19eb-e2c1-4bee-9d9d-bcf7051b04ab,2020-05-28,2020-06-03
54e577aa-c226-4e61-96a5-46e522798221,7e20bfd0-d17e-4763-b8ae-122ed1a94ef8,2019-08-10,2019-08-11
c212e205-181e-4778-9f9b-cd5302c21e53,dc934912-162f-4bcc-9c12-9049e1cc7ec3,2020-06-29,2020-07-02
28bd664d-8e61-466b-9da5-053f63c64799,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2020-03-01,2020-03-02
5687f1c2-4339-4ed2-91c8-25ffc429e743,1fc04213-280a-4afb-a6ce-f056f1f412c6,2020-03-05,2020-03-09
5965a85d-1e44-4e51-9437-64f9ac61d6f1,a49c7ae9-a421-44bf-badb-dd77ab70eb1a,2020-04-12,2020-04-17
8ad34fbb-25f4-4200-9125-c1d068807bab,2b225622-1b42-4835-ae62-bf7219ff9b75,2020-05-21,2020-05-24
f13c34d6-b809-4a74-886d-28ac72f28184,982438fa-1dba-47f9-9c63-6e265d8a48c0,2020-06-24,2020-06-27
8b22076a-1277-4bd0-b16e-1148634cd704,2b461a8f-6a52-4250-843d-4d9c50231ea9,2019-08-19,2019-08-20
aff99628-232d-4d48-8b23-96cf28c9bb07,a49c7ae9-a421-44bf-badb-dd77ab70eb1a,2020-03-19,2020-03-22
7b852235-ffdd-40b3-853d-c42b321e9b96,869acbf8-a80d-47f9-96b3-3927882ae158,2020-05-07,2020-05-12
df236fa1-41aa-40d4-b25d-3054a1f3f204,560fa9f0-6a65-41f7-8188-d9e4bc93111d,2020-07-31,2020-08-01
6ef629c1-4de4-4623-acc3-57ba25e54b0f,dc934912-162f-4bcc-9c12-9049e1cc7ec3,2020-05-26,2020-06-02
6d4234e4-04cd-46be-929d-bc36117e6c66,de74abb8-73be-4f6d-abf5-0b491fc36b90,2020-02-07,2020-02-09
b938eea0-3c25-4549-8a0d-be3879f59a8c,646ecd6e-d943-4648-8576-ca460231aced,2019-12-06,2019-12-08
72f83a06-1634-43c8-b039-21d452360274,e6ab89ea-b74a-424b-8930-4a15a2f5d1c3,2020-04-21,2020-04-24
1702099a-0cb0-4e1e-8b5b-537501c3ac3a,7980e476-46fa-447b-8152-e77bd852df5f,2020-04-17,2020-04-21
5e8cac85-be25-4773-9210-e6cd6c8e4534,9663b37d-f7d6-4bac-b60b-fdfbe8249dc3,2019-08-07,2019-08-08
683e8f03-39b5-4b8c-997c-69d5c44ff65c,1ff40b64-0825-45e7-aa46-ddb61cb91af7,2019-08-17,2019-08-19
fe8ee583-eae0-4ed9-ae37-fd7b0a19b214,5e38487b-10d9-490b-abd4-cc9cd6b24aba,2020-02-28,2020-03-01
d588ec85-f3a9-4f69-98be-133e996a4d11,1449497c-faec-4000-956d-92e84f9fe78f,2020-06-22,2020-06-23
f35dd4ae-022c-45f4-84e7-f41c77c73852,c579465a-c692-4dd9-a6e4-28c7cdffa299,2020-07-14,2020-07-15
d7aaf8fa-2cd2-42d9-964f-e9e4cecc2e73,e23bad2c-34cf-4f08-80c4-35f8aea0d237,2020-07-01,2020-07-04
50378394-b1cb-4ccd-87ca-7cf66e5730a3,25eb44b1-6714-41ba-aca9-d126edce66d2,2020-04-21,2020-04-28
cbc686bb-19d8-49bc-8b8e-d2105a4c227a,62133bba-3143-4cf1-84dd-b4f899203d6a,2020-01-17,2020-01-18
83904814-0362-4df9-b60e-c4286fa58213,7bb11f5b-fd3e-427f-96ec-7040fa3ad09f,2020-03-06,2020-03-08
f2ca47d8-be33-40a8-a7d7-c441d819b190,fc9204e6-f325-4e07-a7d6-ca9aa10726d8,2020-05-26,2020-05-29
e0fe1af6-70f8-4b69-baad-23fc792c7f3f,b8598c94-b766-4787-9ca5-9647813a7d8a,2020-01-24,2020-01-26
5df2dea7-32f8-4a92-a10a-affe9d48f82b,08e43175-a270-4c64-a1af-0d9df8a8dbe9,2019-08-17,2019-08-23
96b24d9c-a77b-46e1-943a-3b2d903be4ac,7980e476-46fa-447b-8152-e77bd852df5f,2020-02-08,2020-02-11
e7ff2086-4ea0-4be0-8e53-b0d22092ed96,641014c7-ec4a-44ef-ba0a-b42967b81c7e,2020-04-24,2020-04-26
4a277e52-ae8b-4882-aebf-b421a6a945ae,adaf19eb-e2c1-4bee-9d9d-bcf7051b04ab,2020-06-20,2020-06-27
38e9df29-bf77-426a-b206-30ca13956776,fd518255-642f-4226-bc65-fddebb8b40ec,2020-05-28,2020-05-31
09e02fde-d1d7-4a81-b339-a7c6535af827,08e43175-a270-4c64-a1af-0d9df8a8dbe9,2019-11-06,2019-11-07
5cdd70fb-6ce1-40a9-aea6-4182a57e1386,869acbf8-a80d-47f9-96b3-3927882ae158,2020-04-01,2020-04-02
4f81cb5d-f9c2-408e-8248-9039ee01dd19,dff6edf3-4090-4227-ab89-52726081695b,2020-02-23,2020-02-28
558d891e-f312-4c19-926b-f0ed4d8d6810,560fa9f0-6a65-41f7-8188-d9e4bc93111d,2020-03-02,2020-03-04
83347fd5-ee0e-4527-b77b-6569c8a066fd,321bcdbf-3711-424f-9696-a4eaaf5529fb,2020-04-22,2020-04-23
89c6324b-6bae-4dfa-8bdf-ba6d7b88b8c3,d2df415a-0798-4bd3-a336-03d0b29b6e41,2020-02-24,2020-02-25
5c19abc0-2a09-47d3-af54-e67cfef00c69,03d4a967-62af-4f28-8e01-254a873ed2bf,2020-03-17,2020-03-20
f2324c2a-9529-4f09-9e77-47aac98330b9,e9721e26-c7e8-4956-9348-ba10942bd7ca,2020-01-07,2020-01-14
6f3def0f-28ff-4bcc-b818-d41d1d6f22a7,e23bad2c-34cf-4f08-80c4-35f8aea0d237,2020-04-12,2020-05-18
e39355fd-1de2-486a-9844-e945ed02654f,e9721e26-c7e8-4956-9348-ba10942bd7ca,2020-03-09,2020-03-14
b88e1b6a-c89d-456f-80b9-b97f46a8a5e0,a1288c45-909e-4acc-a03f-b660484ac85c,2020-05-27,2020-06-06
1f2e3237-3b82-42fa-a75f-2bc81e86eccf,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2020-05-12,2020-05-17
fa7a0a80-2f41-4410-8e34-8edca5895556,c7d90ce7-100f-42d4-a0e8-bd55beb6505a,2019-11-15,2019-11-18
bc4000ed-a8e5-4ae7-9210-3d656ea99050,e23bad2c-34cf-4f08-80c4-35f8aea0d237,2019-11-08,2019-11-10
20e5a1c2-a066-434a-8a1b-b2fb126c2624,06cffbbb-4f28-4512-84e0-8cc33c5bd652,2019-11-10,2019-11-11
cda5fcaf-eadc-43e5-9f77-3747067a6c48,b7506c54-b153-48e6-8e23-90f6a22daba1,2020-02-20,2020-02-23
46f984d7-5310-4b22-bfc0-954c239350fe,53b622f6-7746-4818-bbcd-691481fa88bd,2020-01-19,2020-01-24
b177e817-8e05-4900-922b-275199b2d6c4,e6ab89ea-b74a-424b-8930-4a15a2f5d1c3,2020-03-16,2020-03-17
974d4d4b-782a-40cc-887f-ae69e6d7e5fc,560fa9f0-6a65-41f7-8188-d9e4bc93111d,2020-06-15,2020-06-17
9f9e58b7-8702-47b8-aacb-fe0c6a8b3506,6e7c0f60-c197-47c5-acaf-4d71d3e4b3f4,2020-02-12,2020-02-13
b68ab55c-0d00-4523-a185-9eb980da422d,2b461a8f-6a52-4250-843d-4d9c50231ea9,2020-01-28,2020-01-30
cc86f812-3717-402b-9ace-b717110d825c,41a6bc74-a6d0-49cb-b4ff-efbfbe5e458e,2020-01-10,2020-01-11
7c77a670-2604-44c1-a24d-507be1aeb623,869acbf8-a80d-47f9-96b3-3927882ae158,2020-03-25,2020-03-26
006a3d79-cd14-4260-9ee8-a6cf50432b78,633a7df0-2df3-497e-8ca4-5e68019c6d0e,2019-11-12,2019-11-18
534ca917-d876-4838-b0ab-1dbb1397d903,71cce7f2-68a6-4abf-b8ab-e25c58fd9c31,2019-11-20,2019-11-23
157db2c0-a14e-4a3b-96ad-efbcf241a739,46626886-74a1-473a-bd2a-8cae28b69f83,2020-02-19,2020-02-23
70636c76-9dbe-481e-87ac-08f79c06af1b,d0ffd9fe-ec60-40dc-af9e-4bfe96c6e40d,2020-04-10,2020-05-10
8ccb77ea-33e6-4ce2-afff-2fdcdb3b1e6e,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2020-05-21,2020-05-23
b480d5a8-94e8-448c-93ca-68f39ed89525,92d52c31-2a36-408b-9a7a-815b497240f9,2020-05-23,2020-05-25
529f2b5f-64ef-47cd-b0e7-1f97b4cefb71,03d4a967-62af-4f28-8e01-254a873ed2bf,2020-05-31,2020-06-04
9eed60fa-ea1b-4443-b474-53fcd86abdf8,9be08671-e394-43aa-872b-84966f326f7b,2020-05-22,2020-05-25
8aecb5ad-3972-4b42-a1e2-a3d99744f792,641014c7-ec4a-44ef-ba0a-b42967b81c7e,2020-07-15,2020-08-14
a0422f8f-c41d-4397-b8ff-405e770d596d,06cffbbb-4f28-4512-84e0-8cc33c5bd652,2019-11-14,2019-11-17
adaa9d95-c9a2-4611-9757-25b9ab6b8025,321bcdbf-3711-424f-9696-a4eaaf5529fb,2019-12-06,2019-12-13
3a54ef58-73ae-480d-8f66-b65b3e6b9dee,df9da2ac-40cb-4534-b9f3-37d41a727a5c,2020-05-11,2020-05-12
b2558c79-84d3-413d-b8c1-37d9caf61eab,869acbf8-a80d-47f9-96b3-3927882ae158,2020-04-21,2020-04-22
ce283314-6a57-45a3-bb9b-e90c01c791de,2b461a8f-6a52-4250-843d-4d9c50231ea9,2019-11-07,2019-11-10
cf91567b-bad4-4f7e-8d84-d26dfc291a45,08e43175-a270-4c64-a1af-0d9df8a8dbe9,2019-12-31,2020-01-01
2f84a157-e154-4faf-8159-3286ba18e80e,27d0f0ea-0a76-472d-b3ae-f82fc258cbd9,2020-02-25,2020-02-26
7e4bf369-1522-47ce-af3c-13814364c6de,7bb11f5b-fd3e-427f-96ec-7040fa3ad09f,2020-03-23,2020-03-24
10b43555-1129-4130-81f8-7374f2f49e86,4e93cbe5-3f91-4f52-8d22-533f2798efc8,2019-11-20,2019-11-23
815b8523-e1e3-41e8-af7f-193000e8e3fc,06cffbbb-4f28-4512-84e0-8cc33c5bd652,2019-11-06,2019-11-08
ce548530-447c-481d-bd4a-15023b1d53fa,9663b37d-f7d6-4bac-b60b-fdfbe8249dc3,2019-11-20,2019-11-21
3c2b6b9d-1994-4b4e-91d2-e8e2410fc7a2,71cce7f2-68a6-4abf-b8ab-e25c58fd9c31,2019-11-28,2019-11-30
b1a978c6-c9b8-45f7-bbf2-8c05c8669adb,62133bba-3143-4cf1-84dd-b4f899203d6a,2020-05-01,2020-05-08
169c3d2b-c119-43b6-8a68-7fa0bc78b1af,2b461a8f-6a52-4250-843d-4d9c50231ea9,2019-11-20,2019-11-24
859a0d8a-d37f-4ed8-8fb8-8643a8737a43,8f54832d-3443-4fa6-ad19-e267d7ef10b1,2020-05-20,2020-06-20
66bd6a4f-e9d0-4e6d-b005-5bf91798e909,9663b37d-f7d6-4bac-b60b-fdfbe8249dc3,2019-11-07,2019-11-09
be7cfce3-fe39-41fb-8178-1a4480a538c7,8f54832d-3443-4fa6-ad19-e267d7ef10b1,2019-11-11,2019-11-14
eaa0392d-ba06-4b1a-9172-661d324eeee8,71cce7f2-68a6-4abf-b8ab-e25c58fd9c31,2020-01-19,2020-01-20
5c887ada-c02b-4c78-992d-dc9f774ea92b,869acbf8-a80d-47f9-96b3-3927882ae158,2020-04-22,2020-04-23
2eddccbf-111a-49f7-ad69-8701bb4a3f09,03d4a967-62af-4f28-8e01-254a873ed2bf,2019-11-08,2019-11-09
cbbdbe89-34cf-47a6-a526-c42d3862359a,dff6edf3-4090-4227-ab89-52726081695b,2019-11-11,2019-11-14
88650534-807c-421f-a3fb-2acdd0f1b08d,8f54832d-3443-4fa6-ad19-e267d7ef10b1,2020-06-01,2020-06-08
4cb86e3d-6a2c-4dfe-b52c-0141b6586c44,289567a0-6af9-4e7f-b72d-8cf4887036f3,2019-11-09,2019-11-11
85e2803a-fc49-47b4-bc67-12476eab6019,06cffbbb-4f28-4512-84e0-8cc33c5bd652,2019-11-13,2019-11-14
6da286b6-bd63-4656-98f2-3fa245c83be2,9663b37d-f7d6-4bac-b60b-fdfbe8249dc3,2019-11-11,2019-11-12
0b4d0dfc-9212-495a-b3bd-135c54b0fa50,03d4a967-62af-4f28-8e01-254a873ed2bf,2020-04-22,2020-04-23
59f0aaf8-70b6-4f59-911c-27562d2eb5f2,b7506c54-b153-48e6-8e23-90f6a22daba1,2019-11-08,2019-11-10
d3454a80-aed4-4aed-9f87-dbb240e25ca5,633a7df0-2df3-497e-8ca4-5e68019c6d0e,2019-11-27,2019-12-03
37d3ed03-a8f5-41bd-a877-7e73627ddcdd,9663b37d-f7d6-4bac-b60b-fdfbe8249dc3,2019-11-23,2019-11-25
fe0fdc4b-a359-424a-b264-9636064a37be,46626886-74a1-473a-bd2a-8cae28b69f83,2020-01-18,2020-01-21
51c36fe7-29f2-45e4-b8d2-c468b136048b,2b461a8f-6a52-4250-843d-4d9c50231ea9,2019-11-10,2019-11-16
3ab621b6-127d-4812-ad12-e87c3b368ddc,9663b37d-f7d6-4bac-b60b-fdfbe8249dc3,2019-11-14,2019-11-16
8b911878-b530-4660-88e0-42665a6866f4,646ecd6e-d943-4648-8576-ca460231aced,2020-03-24,2020-03-25
21b608ee-c24e-47a1-873a-bb0fd8815706,646ecd6e-d943-4648-8576-ca460231aced,2020-03-31,2020-04-01
5a37d8c8-b531-4239-abfd-565c0e1e35a2,6c2056f1-68fe-448b-a21e-eadec61957fc,2019-11-18,2019-11-24
2e691dbc-d606-46fc-9d10-8f6487865fb0,e23bad2c-34cf-4f08-80c4-35f8aea0d237,2019-12-02,2019-12-08
958cfcb6-d6a2-4e68-889e-387852103a2e,646ecd6e-d943-4648-8576-ca460231aced,2020-04-07,2020-04-08
bf3fcd6e-9d69-438e-ba95-37c5d7b34218,08e43175-a270-4c64-a1af-0d9df8a8dbe9,2020-04-30,2020-05-15
45976ee5-4962-4810-bc91-b04ea072c026,c579465a-c692-4dd9-a6e4-28c7cdffa299,2019-11-15,2019-11-18
d97a9789-7c1b-45a1-876c-eacb0c653edc,9663b37d-f7d6-4bac-b60b-fdfbe8249dc3,2019-11-28,2019-11-29
